"","Estado","Municipio","Nome","Lat","Long","Operador","Observacao","Volume recebido(toneladas/dia)","Porte","Data Abertura","Fonte_1","Fonte_2","Fonte_3","m3_biomethane_per_ton_rsu"
"43","CE","Juazeiro do Norte","Aterro Sanitário de Juazeiro do Norte",-7.07005799854995,-39.0485706534308,"Orizon e Revert Pro Ambiental",NA,1200,NA,NA,"https://www.infomoney.com.br/mercados/orizon-orvr3-adquire-51-de-aterro-sanitario-em-juazeiro-do-norte/","https://www.google.com/maps/place/Revert+Pro+Ambiental/@-8.3193618,-41.2293568,8z/data=!4m10!1m2!2m1!1sAterro+Sanit%C3%A1rio+de+Juazeiro+do+Norte!3m6!1s0x7a17ff17af74de5:0xb4c27e2f24d3c73a!8m2!3d-7.1614119!4d-39.3111666!15sCiZBdGVycm8gU2FuaXTDoXJpbyBkZSBKdWF6ZWlybyBkbyBOb3J0ZZIBDGdhcmJhZ2VfZHVtcOABAA!16s%2Fg%2F11gjnbf88b?entry=ttu",NA,283535.554510851
"44","MA","Rosário","Aterro Sanitário de Titara",-2.9274101322405,-44.2780953920784,"Titara",NA,1200,NA,NA,"https://oimparcial.com.br/cidades/2019/05/aterro-da-titara-ja-atende-sete-cidades-da-regiao-metropolitana/",NA,NA,283535.554510851
"45","ES","Cariacica","Aterro Sanitário de Cariacica",-20.2407428890394,-40.3787502196695,"Marca Ambiental","possui usina de biogás para gerar eletricidade para ES",1500,NA,NA,"https://liberumenergia.com.br/ute-biogas-cariacica-capacidade-instalada-3-mw/#:~:text=In%C3%ADcio%20da%20opera%C3%A7%C3%A3o%3A%202020,com%20pot%C3%AAncia%20instalada%20de%201MW.","https://www.agazeta.com.br/especial-publicitario/marcaambiental/lixo-vira-energia-limpa-e-contade-luz-fica-ate-15-mais-barata-0421",NA,354419.443138563
"46","MT","Sinop","Aterro Sanitário SINOP",-11.8754748970257,-55.452626303464,"SANORTE Saneamento Ambiental LTDA","Aterro Sanitário Classe IIA E IIB - SINOP",200,"Médio",NA,"https://www.gcnoticias.com.br/geral/sanorte-inicia-instalacao-de-aterro-sanitario-em-sinop/66409456#:~:text=O%20documento%20autoriza%20o%20in%C3%ADcio,toneladas%20de%20res%C3%ADduos%20por%20dia.","https://www.gcnoticias.com.br/geral/sanorte-inicia-instalacao-de-aterro-sanitario-em-sinop/66409456",NA,47255.9257518084
"47","MT","Sorriso","Aterro Sanitário de Sorriso",-12.8930611622877,-55.7147306457756,"SANORTE Saneamento Ambiental LTDA","Aterro Sanitário",120,"Pequeno",NA,"https://iema.es.gov.br/Media/iema/CQAI/EIA/2007/Central%20res%C3%ADduos%20Cachoeiro/EA-09-07-0-0%20Volume%20II.pdf","https://www.researchgate.net/publication/330686614_III-045-INDICE_DE_QUALIDADE_DE_ATERRO_DE_RESIDUOS_IQR_COMO_SUBSIDIO_PARA_AVALIACAO_DO_ATERRO_SANITARIO_NO_MUNICIPIO_DE_SORRISO-MT",NA,28353.5554510851
"48","MT","Mirassol D'Oeste","Aterro Sanitário Intermunicipal Nascentes do Pantanal",-15.541439186423,-58.0699961222402,"Consórcio Intermunicipal Nascentes do Pantanal.","Aterro Sanitário Tipo Classe II para Resíduos Sólidos Domiciliares, Usina de Triagem, Compostagem e Tratamento de Resíduos de Serviços de Saúde por Autoclave. Atende a 13 municípios próximos.",NA,NA,NA,"https://www.funasa.gov.br/nova-home/-/asset_publisher/ihdKjCvMf50A/content/funasa-e-consorcio-nascentes-do-pantanal-inauguram-novo-aterro-sanitario-em-mt?inheritRedirect=false","https://www.funasa.gov.br/nova-home/-/asset_publisher/ihdKjCvMf50A/content/funasa-e-consorcio-nascentes-do-pantanal-inauguram-novo-aterro-sanitario-em-mt?inheritRedirect=false",NA,NA
"49","MT","Cuiába","Aterro Sanitário Cuiába",-15.2371089188964,-56.0024455440809,"WM Serviços Ambientais LTDA","O aterro é administrado pela Orizon Valorização de Resíduos. Aterro de Co-disposição de Resíduos Classe II e Armazenamento
Temporário de Resíduos classe I",388,"Médio",NA,"https://www.aedb.br/seget/arquivos/artigos11/26114223.pdf","https://primeirapagina.com.br/meio-ambiente/cuiaba-tera-novo-aterro-apos-esgotar-capacidade-de-lixao/#:~:text=O%20lix%C3%A3o%20que%20foi%20desativado,vergonha%20e%20de%20agress%C3%A3o%20ambiental.","https://wwfbrnew.awsassets.panda.org/downloads/consorcio_seminario_caceres.pdf",91676.4959585084
"50","MT","Rondonópolis","SEGER Resíduos Aterro Sanitário Rondonópolis",-16.0868225856352,-54.719863097411,"REPRAM - Aterro Sanitário de Rondonópolis","Aterro Sanitário para Resíduos Classe II",5192,"Grande",NA,"https://seger.eco/",NA,NA,1226763.83251695
"51","GO","Goiania","Aterro sanitário de Goiânia",-16.6434377518248,-49.3611364725356,"Companhia de Urbanização de Goiânia (Comurg)","toneladas por dia",1100,"Grande",NA,"file:///Users/allissonalmeida/Downloads/668-Texto%20do%20artigo-1662-1-10-20230508.pdf",NA,NA,259907.591634946
"52","GO","Canedo","Aterro Sanitário de Senador Canedo",-16.6178677497336,-49.1003226562015,NA,NA,5.02,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,1186.12373637039
"53","GO","Anápolis","Aterro Sanitário em Anápolis",-16.2927708189518,-48.895041103264,"Prefeitura de Anápolis, Consórcio GC Ambiental e Cooperativa de Catadores","Anápolis (Possui aterro sanitário licenciado pela SECIMA/GO, com capacidade de processamento para o compartilhamento. O incremento de RSU é de 30%)",567.7,"Médio",NA,"https://oics.cgee.org.br/estudos/-/estudo-de-caso/article/aterro-sanitario-em-anapolis-go-_60d64572f5d8aa3de523c8e6/como-replicar","https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,134135.945246508
"54","GO","Aparecida de Goiânia","Aterro Aparecida de Goiânia",-16.792316657318,-49.1984967609281,"Aterro Municipal","Aparecida de Goiânia (Possui aterro licenciado pela SECIMA/GO, com capacidade de processamento para o compartilhamento, já que o incremento de RSU é inferior a 5%)",923.12,"Médio",NA,"file:///Users/allissonalmeida/Downloads/22610-Texto%20do%20artigo%20sem%20identifica%C3%A7%C3%A3o%20dos%20autores-132519-1-10-20151221.pdf",NA,NA,218114.450900047
"55","GO","Hidrolândia","Hidrolândia",-16.8265004322462,-49.3071223544981,"Aterro Municipal","Hidrolândia (Possui aterro sanitário licenciado pela SECIMA/GO)",17.8,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,4205.77739191095
"56","GO","Catalão","Aterro Sanitário de Catalão",-18.1034650204823,-47.9706457920651,"Aterro Municipal",NA,116.49,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,27524.2139541408
"57","GO","Palminópolis","Aterro Palminópolis",-16.2705362498912,-48.8868013460325,"Aterro Municipal",NA,1.78,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,420.577739191095
"58","GO","Ouro Verde","Aterro Sanitário Ouro Verde",-15.4228431839634,-48.2414485120304,"Aterro Municipal",NA,4.23,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,999.462829650749
"59","GO","Santa Helena de Goiás","Aterro Sanitário de Santa Helena de Goiás",-17.7600712243452,-50.5046321362401,"Aterro Municipal",NA,1.3,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,307.163517386755
"60","GO","Itumbiara","Aterro Sanitário De Itumbiara",-18.2272599109932,-49.2359678019185,"Aterro Municipal",NA,97.68,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,23079.7941371832
"61","GO","Trindade","Aterro Trindade",-16.6190101241562,-49.5391720306791,"Aterro Municipal","Aterro Sanitário. O aterro sanitário ocupa uma área de 45 hectares.",147.26,"Médio",2021,"https://diariotemporeal.com/87349-prefeitura-de-trindade-inaugura-aterro-sanitario-moderno-e-com-vida-util-minima-de-25-anos/","https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,34794.5381310565
"62","GO","Turvelândia","Aterro Turvelândia",-17.7805769255703,-50.2811726437121,"Aterro Municipal","Turvelândia (Possui aterro sanitário licenciado pela SECIMA/GO)",3.5,"Pequeno",NA,"https://goias.gov.br/meioambiente/wp-content/uploads/sites/33/2023/07/pers_versao_final_forum_de_residuos_solidos-4bd.pdf",NA,NA,826.978700656648
"63","MS","Campo Grande","Solurb – Aterro Sanitário Dom Antonio Barbosa II",-20.3991387706128,-54.6245305530791,"Consórcio Municipio e Setor Privado","Em média 400.000 por ano",1112,"Grande",NA,"https://camara.ms.gov.br/luiza-ribeiro/camara-municipal-de-campo-grande-debate-sobre-a-situacao-do-aterro-sanitario-dom-antonio-barbosa-ii-e-sobre-o-atraso-das-obras-do-novo-aterro/",NA,NA,262742.947180055
"64","MS","Costa Rica","Aterro Sanitário de Costa Rica",-18.430554247975,-53.1633488927884,"Aterro Municipal","Em média 8.000 por ano",22,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,5198.15183269893
"65","MS","Dourados","Aterro Municipal de Dourados",-22.288269372805,-54.7887841533853,"Aterro Municipal","Em média 80.000 por ano",223,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,52690.3572132664
"66","MS","Nova Andrâlina","Aterro de Nova Andralina",-22.1673658259942,-53.4184455768837,"Financial Ambiental","Em média são enviados ao Aterro Sanitário 150 tonelada/mês, o custo pago pela prefeitura por esse serviço e de R$:700 mil/mês, com um gasto diário de R$: 22 mil.",5,"Pequeno",2004,"https://www.cbg2014.agb.org.br/resources/anais/1/1404485519_ARQUIVO_UtimaMarqueseSilva.pdf",NA,NA,1181.39814379521
"67","MS","Bodoquena","Aterro Sanitário de Bodoquena",-20.4632086083212,-56.6553146024062,"Aterro Municipal","1500 por ano",5,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,1181.39814379521
"68","PR","Cascavel","Aterro Sanitário de Cascavel",-24.7480370228081,-53.4940794773846,"Aterro Municipal","100000 por ano",278,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,65685.7367950137
"69","PR","Londrina","Aterro Sanitário de Londriná",-23.3031205080164,-51.0221556159906,"Aterro Municipal","150000 por ano",417,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,98528.6051925206
"70","PR","Apucarana","Aterro Sanitário de Apucarana",-23.4543860059456,-51.5165403882694,"Aterro Municipal","40000 por ano",112,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,26463.3184210127
"71","PR","Dois Vizinhos","Aterro Sanitário PEMA",-25.5832827569889,-53.0326536899244,"Aterro Municipal","8000 por ano",23,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,5434.43146145797
"72","PR","Umuarama","Aterro Sanitário Municipal de Umuarama",-23.6050943084465,-53.2458544112799,"Aterro Municipal","150000 por ano",417,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,98528.6051925206
"73","PR","Telemaco Borba","Aterro Sanitário de Telêmaco Borba",-24.175751218447,-50.6495535530791,"Aterro Municipal","40000 por ano",112,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,26463.3184210127
"74","PR","União da Vitória","Aterro Sanitário de União da Vitória",-25.9493871253181,-51.1617088660538,"Aterro Municipal","20000 por ano",55,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,12995.3795817473
"75","PR","Palotina","Aterro Sanitário Prefeitura de Palotina",-23.9964379070028,-53.8874464378977,"Aterro Municipal","10000 por ano",28,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,6615.82960525318
"76","PR","Jaguariaiva","Aterro Sanitário",-24.0272264164804,-49.5874070964167,"Aterro Municipal","25000 por ano",70,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,16539.574013133
"77","PR","Francisco Beltrào","Aterro Sanitário",-25.8692552373224,-52.986567519523,"Aterro Municipal","20000 por ano",55,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,12995.3795817473
"78","PR","Lapa","Aterro Sanitário Municipal da Lapa",-25.5606744980198,-49.7226796248062,"Aterro Municipal","8000 por ano",22,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,5198.15183269893
"79","PR","Medianeira","Aterro sanitário Medianeira",-25.1695260548097,-54.1927979488992,"Aterro Municipal","13000 por ano",36,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,8506.06663532552
"80","PR","Mandaguari","Aterro Sanitário Mandaguari",-23.4237620670911,-51.7627000944435,"Aterro Municipal Controlado","8000 por ano",22,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,5198.15183269893
"81","PR","Sertanópolis","Aterro Sanitário Edgar de Oliveira Lima",-22.8782774879574,-51.0266161001617,"Aterro Municipal","10000 por ano",28,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,6615.82960525318
"82","PR","Ivaiporã","Aterro Sanitário de Ivaiporã",-24.0974479064118,-51.6088914986234,"Aterro Municipal","10000 por ano",28,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,6615.82960525318
"83","PR","Palmas","Aterro Sanitário CRI",-26.2942294299506,-52.0043993164464,"Aterro Municipal","10000 por ano",28,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,6615.82960525318
"84","PR","Maringá","Aterro Sanitário - Serrana Engenharia",-23.30273549955,-52.0043993164464,"Aterro Municipal","100000 por ano",278,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,65685.7367950137
"85","PR","Beltrão","Aterro Municipal de Francisco Beltrão",-26.0405323822724,-53.0126932035641,"Aterro Municipal","16000 por ano",44,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,10396.3036653979
"86","PR","Ponta Grossa","Aterro Controlado Município de Ponta Grossa",-24.9165196230036,-49.9752256086383,"Aterro Municipal Controlado","100000 por ano",278,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,65685.7367950137
"87","PB","João Pessoa","Aterro Sanitário de João Pessoa",-7.10132792752009,-34.8435505035317,"Aterro Municipal",NA,780,"Médio",2004,"https://www1.folha.uol.com.br/fsp/cotidian/ff0508200322.htm#:~:text=Recebe%20cerca%20de%20780%20toneladas,longo%20da%20orla%20da%20cidade.",NA,NA,184298.110432053
"88","PB","Cajazeiras","Aterro Sanitário de Cajazeiras",-6.91306558303125,-38.5604973035338,"Aterro Municipal Controlado","Em média 23.000 por ano",64,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,15121.8962405787
"89","PE","Igarassu","Centro de Tratamento de Resíduos",-7.72052526601809,-34.9427077745351,"Privado: CTR-PE","O CTR Candeias é o primeiro aterro privado em atividade em Pernambuco. Recebe de 9 municípios ao redor.",932.6,"Médio",NA,"http://www2.secid.pe.gov.br/web/secid/exibir_noticia?groupId=12855&articleId=42839901&templateId=15537#:~:text=O%20CTR%20Candeias%20%C3%A9%20o,de%20seis%20munic%C3%ADpios%20da%20RMR.","https://www.youtube.com/watch?v=biPP7keMYsE",NA,220354.381780683
"90","PE","Petrolina","CTR Petrolina",-9.19836875913199,-40.6327285426,"Privado","Licenciado para resíduos Classes 01 e 02. Estão inclusos no preço a remediação do Raso da Catarina, a deposição na CTR e o transbordo. Aterro em operação com resíduos classe I e II. Grande quantidade de resíduos sem cobertura diária. Lagoa Grande iniciou deposição em 2019.",336.6,"Médio",NA,NA,NA,NA,79531.7230402936
"91","PE","Garanhuns","Aterro Sanitário de Garanhuns",-8.83813427245245,-36.5319623880167,"PM Garanhuns / EMPESA","As células foram unificadas, eliminando as ruas de acesso interno. Houve grande progresso na operação do aterro quando comparado com o ano anterior. Aterro está licenciado pela CPRH. São João está mantendo lixão apesar de depositar em Garanhuns.",195.2,"Médio",NA,"https://www.tcepe.tc.br/internet/docs/tce/Destino%20Final%20de%20Res%C3%ADduos%20S%C3%B3lidos_2017_Ficha%20de%20Inspe%C3%A7%C3%A3o_170926_Aterro%20de%20Gravat%C3%A1.pdf",NA,NA,46121.783533765
"92","PE","Escada","Aterro Sanitário de Escada",-8.38268006427178,-35.2415763898742,"Aterro Municipal","Grande volume de resíduos sem recobrimento.",130.9,"Médio",NA,NA,NA,NA,30929.0034045586
"93","PE","Arcoverde","Aterro Sanitário de Arcoverde",-8.39265649645408,-37.0641390746799,"Aterro Municipal","Não há chorume coletado. Volume de resíduos correspondente a mais de um dia sem cobertura, conforme informações coletadas em campo. Células foram unificadas.",94.5,"Pequeno",NA,"https://www.tcepe.tc.br/internet/docs/tce/Destino%20Final%20de%20Res%C3%ADduos%20S%C3%B3lidos_2017_Ficha%20de%20Inspe%C3%A7%C3%A3o_170919_Aterro%20de%20Arcoverde.pdf",NA,NA,22328.4249177295
"94","PE","Caruaru","Aterro Municipal de Caruaru",-8.24213164760992,-35.9955560458464,"Privado: Locar Saneamento Ambiental","Homologado para recebimento de resíduos classes I e II, usina de RCD e compostagem. Riacho das Almas, Camocim de São Felix, João Alfredo e Taquaritinga do Norte iniciaram deposição em 2019.",279,"Médio",NA,"https://www.tcepe.tc.br/internet/docs/tce/Destino%20Final%20de%20Res%C3%ADduos%20S%C3%B3lidos_2017_Ficha%20de%20Inspe%C3%A7%C3%A3o_170925_Aterro%20Caruaru.pdf",NA,NA,65922.0164237728
"95","PE","Petrolândia","Aterro Sanitário de Petrolândia",-8.49347531849542,-38.1416986409123,"Aterro Municipal","Em média 14.000 por ano. Dados sobre capacidade disponivel somente ate o ano de 2016",30,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,7088.38886277126
"96","PE","Belo Jardim","Aterro Sanitário de Belo Jardim",-8.36276822610059,-36.4449330168573,"Aterro Municipal","Operação regular. Vida útil restante de 4 anos, existe ainda plano para fechamento das ruas, aumentando em 2 anos a vidá útil do aterro. Recebe em média 80 t/dia.",80,"Pequeno",NA,"https://www.tcepe.tc.br/internet/docs/tce/Destino%20Final%20de%20Res%C3%ADduos%20S%C3%B3lidos_2017_Ficha%20de%20Inspe%C3%A7%C3%A3o_170919_Aterro%20de%20Belo%20Jardim.pdf",NA,NA,18902.3703007234
"97","PE","Jaboatão dos Guararapes","CTR - Cadeias",-8.14827603888549,-34.9730676065741,"Privado: CTR Candeias / ECOPESA Ambiental","Atualmente conta com Unidade de Beneficiamento de RCD, Unidade de queima controlada de Biogás (com previsão de geração de energia para final de 2018), 02 estações de tratamento de chorume (com capacidade de tratamento de 30m³/h) e tratamento de lâmpadas. Vida útil de 10 anos. Aterro Sanitário de Resíduos Classe II. Operação realizada com recepção média de 3.700 t/dia . Os municípios recebem ICMS ambiental, com exceção de São Lourenço e Vitória que iniciaram recentemente a depositar.",3700,"Grande",2007,"https://antigo.mctic.gov.br/mctic/export/sites/institucional/ciencia/SEPED/clima/mecanismo_de_desenvolvimento_limpo/submetidos/aprovados_termos_resolucao_1/publicacoes/295/Anexo-III-da-Resolucao-n1.pdf","https://www.tcepe.tc.br/internet/docs/tce/Destino%20Final%20de%20Res%C3%ADduos%20S%C3%B3lidos_2017_Ficha%20de%20Inspe%C3%A7%C3%A3o_171219_CRT%20Candeias.pdf",NA,874234.626408456
"98","AM","Autazes","Aterro Sanitário de Autazes",-3.56286827701495,-59.1293750319593,"Aterro Municipal","Pode atender municípios de Autazes, Careiro, Careiro da Várzea, Iranduba, Itacoatiara, Itapiranga, Manacapuru, Manaquiri, Novo Airão, Presidente Figueiredo, Rio Preto da Eva, Silves e Manaus.",3000,"Grande",NA,NA,NA,NA,708838.886277126
"99","AM","Manaus","Aterro de Resíduos Sólidos Urbanos de Manaus",-2.93714952483229,-60.0154577922371,"Aterro Municipal",NA,2395,"Grande",NA,"https://revistacenarium.com.br/em-manaus-aterro-de-residuos-solidos-contamina-igarapes-e-impacta-vida-de-moradores/#:~:text=No%20entorno%2C%20moradores%20reclamam%20tamb%C3%A9m,referente%20a%20497.237%20mil%20toneladas.","https://www.ipaam.am.gov.br/wp-content/uploads/2022/04/RIMA-Aterro-Sanit%C3%A1rio-de-Manaus-site.pdf",NA,565889.710877906
"100","AM","Manaus","Aterro Sanitário e Biotérmica de Energia",-3.02802037222379,-59.8345048035705,"Aterro Municipal",NA,NA,NA,NA,NA,NA,NA,NA
"101","AL","Maceió","Centro de Gerenciamento de Resíduos de Maceió",-9.48297038386596,-35.6553179125409,"Aterro Municipal","Recebe cerca de 57 mil toneladas de lixo por mês",1900,"Grande",2010,"https://g1.globo.com/al/alagoas/noticia/2014/08/aterro-sanitario-de-maceio-funciona-ha-4-anos-mas-ainda-e-mal-utilizado.html",NA,NA,448931.29464218
"102","AL","Olivença","Cigres-Sertão",-9.52241159950171,-37.2191128458294,"Aterro Municipal","O Consórcio Intermunicipal de Gerenciamento de Resíduos Sólidos (Cigres), que é formado por 14 cidades do Sertão de Alagoas",200,"Médio",2016,"http://www.residuossolidos.al.gov.br/site/537/2016/06/20/aterro-sanitario-do-sertao#:~:text=O%20Cons%C3%B3rcio%20Intermunicipal%20de%20Gerenciamento,receber%20cerca%20de%20200t%2Fdia.",NA,NA,47255.9257518084
"103","RS","Canoas","Aterro Sanitário de Canoas",-29.9051844698673,-51.1130939606166,"Aterro Municipal","Dados disposnivel somente até 2019",280,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,66158.2960525318
"104","RS","Cachoeira do Sul","Aterro Sanitário Ferreira",-29.8154004174626,-52.9467225257926,"Aterro Municipal","Em média 20.000 por ano",56,"Pequeno",NA,"https://sinir.gov.br/relatorios/municipal/",NA,NA,13231.6592105064
"105","RS","Alvorada","Aterro Sanitário De Alvorada",-29.8249320509626,-50.9911560932231,"Aterro Municipal","Dados do ano de 2019 não disponíveis para analise",130,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/","https://sinir.gov.br/relatorios/municipal/",NA,30716.3517386755
"106","RS","Lajeado","Aterro Sanitário Municipal de Lajeado",-29.2897660211344,-52.0238709508722,"Aterro Municipal","Dados de 2014 à 2019",333,"Pequeno",NA,"https://mail.cmlajeado.rs.gov.br/uploads/materia/22489/EXECUTIVO_0232018.pdf","https://sinir.gov.br/relatorios/municipal/",NA,78681.1163767611
"107","RS","Guaíba","Aterro Sanitário - Guaíba",-29.9297199898776,-51.3646912545004,"Aterro Municipal",NA,670,"Médio",NA,"https://sinir.gov.br/relatorios/municipal/","https://sinir.gov.br/relatorios/municipal/",NA,158307.351268558
"108","RS","Bagé","Aterro Sanitário de Bagé",-31.0662873864758,-54.1519150096249,"Aterro Municipal","Em média 20.000 por ano",70,"Pequeno",NA,"https://jornalfolhadosul.com.br/noticias/geral/aterro_sanitario_ja_acumula_mais_de_800_toneladas.428302","https://sinir.gov.br/relatorios/municipal/",NA,16539.574013133
"109","RS","São Borja","Aterro de São Borja",-28.5958914556283,-55.846250081352,"Aterro Municipal","capacidade de recebimento de resíduos sólidos urbanos (RSU) de 15 mil toneladas por mês.",500,"Médio",NA,"https://fepam.rs.gov.br/sao-borja-recebe-licenca-para-operar-o-primeiro-aterro-sanitario-da-regiao#:~:text=O%20empreendimento%20suprir%C3%A1%20essa%20demanda,na%20%C3%A1rea%20operacional%20da%20empresa.","https://sinir.gov.br/relatorios/municipal/",NA,118139.814379521
